ID,Age,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Money_spent,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_accepted,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
5758,43,1982,Graduation,Married,"₹ 65,169.00",0,0,14-01-2014,23,"1,189.00",1074,0,69,0,0,46,1,10,4,13,6,4,1,0,1,1,1,0,3,11,1
5763,53,1972,Master,Together,"₹ 49,854.00",1,0,10-11-2013,63,380,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,3,11,0
5782,43,1982,2n Cycle,Together,"₹ 58,582.00",0,1,28-09-2013,15,763,402,35,106,101,77,42,2,9,2,9,5,1,0,1,0,0,0,0,3,11,0
5788,53,1972,Graduation,Together,"₹ 46,053.00",1,0,17-02-2013,46,209,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,3,11,0
5790,40,1985,Graduation,Married,"₹ 31,158.00",1,0,27-01-2013,62,72,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,3,11,0
5794,51,1974,PhD,Married,"₹ 46,374.00",0,1,17-03-2014,1,446,408,0,21,0,0,17,3,7,1,7,8,2,0,1,0,1,0,0,3,11,1
5796,62,1963,Graduation,Married,"₹ 77,437.00",0,0,26-11-2013,70,"1,125.00",560,21,442,29,44,29,1,4,5,13,1,1,0,0,1,0,0,0,3,11,0
5798,52,1973,Master,Together,,0,0,23-11-2013,87,985,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,3,11,0
5802,53,1972,Basic,Married,"₹ 14,188.00",0,0,28-02-2013,40,75,2,7,11,16,12,27,1,2,0,4,6,0,0,0,0,0,0,0,3,11,0
5823,55,1970,PhD,Single,"₹ 32,303.00",0,1,08-03-2014,63,39,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,3,11,0
5824,53,1972,PhD,Together,"₹ 34,578.00",2,1,11-04-2014,1,8,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,3,11,0
5827,67,1958,Graduation,Divorced,"₹ 35,246.00",1,1,16-04-2014,53,62,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,3,11,0
5830,53,1972,PhD,Single,"₹ 86,857.00",0,0,12-09-2012,96,"2,114.00",899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,0,3,11,1
5831,58,1967,Graduation,Married,"₹ 77,870.00",0,1,22-08-2012,93,"1,815.00",1017,50,500,65,50,133,3,5,5,5,8,2,0,1,0,1,0,0,3,11,1
5832,65,1960,2n Cycle,Together,"₹ 92,556.00",0,0,20-04-2014,32,"1,263.00",493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,3,11,0
5835,49,1976,PhD,Divorced,"₹ 14,849.00",1,0,02-07-2013,39,65,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,3,11,0
5837,58,1967,Graduation,Married,"₹ 51,479.00",1,1,28-12-2012,67,494,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,3,11,0
5841,59,1966,Graduation,Together,"₹ 60,894.00",0,1,28-06-2013,61,832,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,3,11,0
5846,48,1977,Graduation,Divorced,"₹ 40,246.00",1,0,19-12-2012,68,13,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,3,11,0
5847,56,1969,Graduation,Divorced,"₹ 69,901.00",0,1,29-05-2013,95,882,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,3,11,0
5848,55,1970,Graduation,Together,"₹ 81,205.00",0,0,13-01-2014,43,"2,009.00",724,74,929,97,55,130,1,5,6,7,2,3,1,0,1,0,1,0,3,11,1
5863,72,1953,Graduation,Married,"₹ 47,703.00",0,1,29-05-2013,95,655,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,0,3,11,0
5866,51,1974,Graduation,Together,"₹ 48,186.00",1,0,20-03-2014,39,219,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,3,11,0
5868,45,1980,Graduation,Married,"₹ 19,107.00",1,0,22-08-2013,49,46,2,4,9,10,5,16,2,1,0,3,7,0,0,0,0,0,0,0,3,11,0
5871,46,1979,Master,Together,"₹ 24,401.00",0,0,31-08-2012,98,467,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,3,11,0
5872,74,1951,Graduation,Single,"₹ 60,689.00",0,1,01-06-2013,23,639,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,3,11,0
5883,53,1972,Graduation,Married,"₹ 77,981.00",1,0,26-05-2013,78,664,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,3,11,0
5885,52,1973,2n Cycle,Married,"₹ 35,688.00",2,1,22-08-2012,94,211,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,3,11,0
5892,45,1980,Graduation,Married,"₹ 34,968.00",1,0,10-04-2013,11,221,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,3,11,0
5896,38,1987,Master,Married,"₹ 73,395.00",0,0,18-03-2014,94,397,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,3,11,0
5899,75,1950,PhD,Together,"₹ 5,648.00",1,1,13-03-2014,68,49,28,0,6,1,1,13,1,1,0,0,20,1,1,0,0,0,0,0,3,11,0
5907,73,1952,Master,Married,"₹ 33,444.00",1,1,03-11-2012,24,18,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,3,11,0
5909,61,1964,Graduation,Married,"₹ 58,512.00",0,1,19-09-2013,25,"1,171.00",895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,3,11,0
5922,51,1974,PhD,Married,"₹ 40,344.00",0,1,13-10-2013,48,218,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,3,11,0
5929,52,1973,PhD,Married,"₹ 37,401.00",1,0,06-05-2014,14,48,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,3,11,0
5935,69,1956,Master,Single,"₹ 55,284.00",0,1,24-12-2012,60,764,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,3,11,0
5939,54,1971,Graduation,Together,"₹ 38,232.00",1,1,17-01-2014,84,122,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,3,11,0
5948,50,1975,Graduation,Single,"₹ 57,338.00",0,1,29-04-2014,96,237,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,3,11,0
5954,53,1972,Master,Divorced,"₹ 42,618.00",1,0,09-10-2013,92,192,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,3,11,0
5955,63,1962,Graduation,Together,"₹ 72,025.00",0,0,17-11-2012,27,"1,932.00",833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0,3,11,0
5956,77,1948,PhD,Divorced,"₹ 45,072.00",1,2,16-10-2013,74,284,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,3,11,0
5959,57,1968,Graduation,Single,"₹ 35,893.00",1,1,15-10-2012,80,199,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,3,11,0
5961,47,1978,Graduation,Married,"₹ 42,693.00",1,0,07-06-2014,29,57,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,3,11,0
5966,51,1974,PhD,Married,"₹ 45,207.00",1,1,10-11-2012,64,215,203,0,10,0,0,2,5,3,1,6,6,1,0,1,0,0,0,0,3,11,0
5967,73,1952,Graduation,Together,"₹ 33,402.00",1,1,18-07-2013,60,70,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,3,11,0
5975,58,1967,PhD,Single,"₹ 40,304.00",1,0,30-09-2013,82,57,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,3,11,0
5985,60,1965,Master,Single,"₹ 33,168.00",0,1,13-10-2012,0,122,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,0,3,11,0
5987,36,1989,2n Cycle,Together,"₹ 10,404.00",1,0,04-05-2014,52,43,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,3,11,0
5989,66,1959,2n Cycle,Divorced,"₹ 78,353.00",0,1,16-04-2013,51,"1,576.00",752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,3,11,0
5991,76,1949,Master,Married,"₹ 48,150.00",0,1,08-06-2013,24,266,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0,3,11,0
5995,63,1962,Graduation,Divorced,"₹ 39,552.00",1,1,18-12-2012,54,384,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,0,3,11,1
6001,46,1979,Graduation,Married,"₹ 56,775.00",0,1,02-01-2013,62,937,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,3,11,0
6019,54,1971,PhD,Married,"₹ 37,126.00",1,0,30-03-2014,9,72,45,3,9,4,4,7,1,1,2,2,6,1,1,0,0,0,0,0,3,11,1
6024,72,1953,Graduation,Together,"₹ 94,384.00",0,0,04-03-2013,62,"2,302.00",1111,24,790,160,45,172,0,5,8,5,2,3,0,1,1,1,0,0,3,11,1
6036,66,1959,Master,Together,"₹ 89,120.00",0,0,17-03-2014,78,"1,924.00",1168,92,408,72,129,55,1,5,6,7,1,1,0,0,1,0,0,0,3,11,0
6049,43,1982,Master,Together,"₹ 73,450.00",0,0,05-12-2013,85,"1,804.00",1142,51,415,90,69,37,1,7,8,11,3,2,1,0,0,1,0,0,3,11,0
6050,50,1975,2n Cycle,Married,"₹ 57,036.00",0,1,11-12-2012,33,"1,513.00",1171,43,219,19,14,47,4,6,3,13,9,1,1,0,0,0,0,0,3,11,0
6055,46,1979,Graduation,Married,"₹ 71,626.00",0,0,01-11-2012,94,"1,305.00",546,72,376,94,145,72,1,5,5,8,3,1,0,1,0,0,0,0,3,11,0
6059,72,1953,PhD,Together,"₹ 64,504.00",1,2,04-03-2013,81,"1,314.00",986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,0,3,11,1
6071,36,1989,Graduation,Single,"₹ 81,217.00",0,0,19-07-2013,77,"1,157.00",493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,3,11,0
6072,55,1970,Master,Single,"₹ 75,345.00",0,0,02-02-2013,16,"2,087.00",918,57,842,99,38,133,1,5,8,6,3,1,0,0,0,1,0,0,3,11,1
6086,70,1955,Graduation,Married,"₹ 80,395.00",0,0,23-11-2013,62,"1,380.00",445,25,706,80,76,48,1,6,5,12,2,1,0,0,0,1,0,0,3,11,0
6097,66,1959,Graduation,Single,"₹ 50,664.00",1,1,16-01-2013,64,561,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,3,11,0
6103,77,1948,Graduation,Married,"₹ 42,192.00",0,0,06-09-2013,40,100,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,3,11,0
6116,57,1968,2n Cycle,Married,"₹ 48,985.00",0,1,05-07-2013,13,75,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,3,11,0
6119,62,1963,PhD,Single,"₹ 36,736.00",1,1,10-05-2013,52,17,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,3,11,0
6131,45,1980,2n Cycle,Married,"₹ 70,829.00",1,1,01-12-2013,87,431,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,3,11,0
6141,53,1972,Master,Single,"₹ 49,494.00",1,0,25-04-2013,46,385,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,3,11,0
6142,82,1943,Master,Married,"₹ 65,073.00",0,0,20-08-2013,65,900,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,0,1,3,11,0
6147,54,1971,Graduation,Divorced,"₹ 25,818.00",1,0,18-10-2012,51,28,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,3,11,0
6168,62,1963,Graduation,Divorced,"₹ 45,146.00",1,1,15-07-2013,28,53,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0,3,11,0
6173,46,1979,Graduation,Together,"₹ 77,298.00",0,1,02-11-2013,46,969,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,3,11,0
6177,40,1985,PhD,Married,"₹ 33,454.00",1,0,08-05-2013,32,169,76,10,56,3,1,23,2,4,0,4,8,0,0,0,0,0,0,0,3,11,0
6181,75,1950,2n Cycle,Together,"₹ 52,203.00",0,0,31-07-2012,36,939,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,3,11,0
6182,41,1984,Graduation,Together,"₹ 26,646.00",1,0,10-02-2014,26,53,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0,3,11,0
6183,63,1962,Master,Married,"₹ 58,646.00",0,1,10-06-2013,3,140,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,0,3,11,0
6184,56,1969,PhD,Married,"₹ 68,462.00",0,0,12-12-2012,6,"1,670.00",561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,3,11,0
6197,63,1962,PhD,Single,"₹ 27,238.00",1,1,20-04-2013,39,57,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,3,11,0
6200,74,1951,Graduation,Married,"₹ 75,903.00",0,1,08-04-2013,50,901,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,3,11,0
6201,47,1978,Graduation,Single,"₹ 38,643.00",1,1,29-11-2013,45,49,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,0,1,3,11,0
6202,65,1960,Graduation,Together,"₹ 63,381.00",0,1,05-10-2012,78,"1,005.00",571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,3,11,0
6203,78,1947,Graduation,Together,"₹ 74,485.00",0,0,24-08-2013,58,"1,734.00",499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,3,11,0
6205,58,1967,Master,Single,"₹ 32,557.00",1,0,24-02-2014,13,80,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,0,3,11,1
6211,49,1976,PhD,Together,"₹ 37,395.00",1,0,02-05-2014,47,39,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,3,11,0
6214,43,1982,Master,Married,"₹ 43,815.00",1,0,05-04-2013,53,79,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,3,11,0
6215,48,1977,Graduation,Married,"₹ 31,353.00",1,1,29-12-2013,24,31,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,3,11,1
6218,60,1965,Graduation,Married,"₹ 59,594.00",0,1,20-10-2012,74,499,457,4,29,0,0,9,1,8,1,7,7,1,0,1,0,0,0,0,3,11,0
6222,58,1967,Graduation,Married,"₹ 22,574.00",2,1,28-10-2013,28,37,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,3,11,0
6230,54,1971,Graduation,Divorced,"₹ 44,421.00",1,1,15-02-2013,53,189,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,3,11,0
6233,49,1976,Graduation,Married,"₹ 65,991.00",0,1,07-09-2012,21,971,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,3,11,0
6237,59,1966,PhD,Single,"₹ 7,144.00",0,2,07-12-2013,92,416,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,3,11,0
6245,75,1950,PhD,Together,"₹ 59,292.00",0,1,13-06-2013,71,507,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,3,11,0
6246,72,1953,Graduation,Single,"₹ 73,892.00",0,0,13-11-2013,40,"1,507.00",703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,0,3,11,1
6248,78,1947,Master,Single,"₹ 91,712.00",0,0,17-10-2013,47,"2,217.00",1276,24,746,94,29,48,0,9,7,11,3,1,0,0,1,0,0,0,3,11,1
6250,76,1949,PhD,Widow,"₹ 54,356.00",0,1,19-11-2012,62,775,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,0,3,11,1
6255,73,1952,Master,Together,"₹ 70,545.00",0,1,03-06-2014,29,334,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,3,11,0
6257,49,1976,Master,Single,"₹ 60,482.00",0,1,23-01-2013,81,507,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,3,11,0
6260,70,1955,Master,Together,"₹ 82,384.00",0,0,19-11-2012,55,"1,957.00",984,51,432,180,120,190,1,3,10,13,1,1,0,0,1,0,0,0,3,11,1
6261,46,1979,Graduation,Married,"₹ 58,025.00",0,1,26-11-2013,81,470,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,3,11,0
6262,63,1962,Master,Single,"₹ 72,217.00",0,0,10-04-2013,93,"1,573.00",816,42,450,55,56,154,1,3,10,8,2,0,0,0,0,0,0,0,3,11,0
6263,57,1968,Graduation,Together,"₹ 35,322.00",1,2,22-08-2012,34,106,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,3,11,0
6271,73,1952,PhD,Married,"₹ 50,870.00",0,1,19-06-2014,13,63,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,3,11,0
6274,77,1948,Master,Married,"₹ 83,790.00",0,0,15-11-2013,81,"1,615.00",1076,16,417,42,48,16,1,8,10,6,3,2,0,1,1,0,0,0,3,11,0
6281,59,1966,Graduation,Divorced,"₹ 55,686.00",0,1,14-02-2013,27,982,673,0,199,37,47,26,2,6,3,5,4,1,1,0,0,0,0,0,3,11,0
6283,57,1968,Master,Divorced,"₹ 63,841.00",0,1,21-04-2013,64,908,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,3,11,0
6287,39,1986,Graduation,Together,"₹ 34,728.00",1,0,30-07-2013,2,36,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,0,3,11,1
6289,74,1951,Master,Together,"₹ 59,385.00",1,1,28-04-2013,85,185,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,3,11,0
6292,39,1986,PhD,Married,"₹ 82,333.00",0,0,30-03-2013,60,"1,822.00",1311,0,359,46,89,17,1,4,3,10,2,1,0,0,1,0,0,0,3,11,1
6295,48,1977,Graduation,Married,"₹ 54,233.00",0,1,04-02-2013,46,981,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,3,11,0
6299,57,1968,PhD,Divorced,"₹ 42,564.00",0,1,02-01-2013,28,813,324,48,186,39,18,198,6,6,8,4,7,1,1,0,0,0,0,0,3,11,1
6303,39,1986,PhD,Together,"₹ 91,820.00",0,0,23-11-2013,72,"1,497.00",410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,3,11,0
6310,47,1978,Graduation,Married,"₹ 33,039.00",1,0,09-09-2013,4,78,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,3,11,0
6312,66,1959,Graduation,Married,"₹ 65,031.00",0,1,17-03-2013,29,863,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0,3,11,0
6318,37,1988,Graduation,Married,"₹ 68,487.00",0,0,13-01-2013,48,"1,366.00",758,12,385,33,89,89,1,9,7,13,4,0,0,0,0,0,0,0,3,11,0
6320,49,1976,Master,Single,"₹ 70,893.00",0,0,06-02-2013,42,"1,508.00",768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,3,11,0
6327,58,1967,Graduation,Together,"₹ 65,777.00",0,0,19-12-2013,87,"1,146.00",565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,3,11,0
6336,65,1960,Graduation,Married,"₹ 29,315.00",1,1,06-04-2014,55,48,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,3,11,0
6340,40,1985,Graduation,Single,"₹ 29,938.00",1,0,27-10-2013,52,26,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,3,11,0
6343,66,1959,Graduation,Married,"₹ 79,823.00",0,1,31-03-2014,6,"1,518.00",835,73,380,114,73,43,1,6,9,7,2,1,0,1,0,0,0,0,3,11,0
6347,46,1979,Basic,Single,"₹ 15,862.00",1,0,27-06-2013,26,36,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,3,11,0
6349,38,1987,Master,Divorced,"₹ 61,787.00",0,0,06-07-2013,71,"1,319.00",621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,3,11,0
6354,41,1984,Graduation,Together,"₹ 15,345.00",1,0,31-08-2012,51,47,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,0,3,11,1
6355,47,1978,Graduation,Married,"₹ 44,359.00",1,1,17-06-2014,19,45,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,3,11,0
6357,66,1959,2n Cycle,Divorced,"₹ 59,052.00",0,1,17-11-2013,29,491,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,3,11,0
6365,38,1987,2n Cycle,Married,"₹ 30,390.00",0,0,02-09-2013,5,80,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0,3,11,0
6374,71,1954,PhD,Married,"₹ 36,930.00",0,1,17-05-2013,50,297,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,3,11,0
6376,46,1979,Graduation,Single,"₹ 57,537.00",1,0,10-06-2013,83,545,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,3,11,0
6379,76,1949,Master,Widow,"₹ 47,570.00",1,1,29-05-2013,3,121,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,0,3,11,1
6382,72,1953,Graduation,Together,"₹ 48,794.00",1,1,26-06-2014,97,54,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,3,11,0
6383,54,1971,PhD,Together,"₹ 32,892.00",1,0,25-05-2014,78,46,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,3,11,0
6384,47,1978,Graduation,Divorced,"₹ 71,022.00",0,1,11-02-2014,30,"1,453.00",909,12,278,0,12,242,3,5,2,11,8,1,1,0,0,0,0,0,3,11,0
6387,49,1976,PhD,Together,"₹ 52,190.00",1,1,08-05-2014,39,77,42,0,17,0,0,18,3,2,1,3,5,1,1,0,0,0,0,0,3,11,0
6398,51,1974,Basic,Married,"₹ 18,393.00",1,0,29-03-2014,2,50,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,3,11,0
6404,56,1969,Graduation,Together,"₹ 58,917.00",1,2,24-03-2013,10,282,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,3,11,0
6406,37,1988,Master,Married,"₹ 78,285.00",0,0,28-10-2013,13,"1,427.00",647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,3,11,0
6409,58,1967,Graduation,Divorced,"₹ 57,136.00",0,0,18-05-2013,18,"1,179.00",267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,0,3,11,1
6417,54,1971,Master,Together,"₹ 80,573.00",0,0,14-10-2012,85,"1,564.00",829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,3,11,0
6421,64,1961,Graduation,Together,"₹ 88,347.00",0,0,03-07-2013,32,"2,116.00",1050,178,555,77,138,118,1,4,7,9,1,1,0,0,0,1,0,0,3,11,0
6422,71,1954,Graduation,Married,"₹ 86,718.00",0,0,17-01-2013,20,"1,270.00",344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,3,11,0
6424,48,1977,Graduation,Together,"₹ 33,178.00",1,0,30-01-2014,9,49,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,3,11,0
6428,75,1950,PhD,Widow,"₹ 76,842.00",0,0,03-05-2014,37,"1,130.00",605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,3,11,0
6431,61,1964,PhD,Married,"₹ 45,759.00",1,1,23-02-2013,13,68,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,3,11,0
6437,40,1985,2n Cycle,Single,"₹ 41,473.00",1,0,19-06-2013,80,76,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,3,11,0
6439,67,1958,Graduation,Married,"₹ 61,074.00",0,1,17-08-2012,37,"1,102.00",789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,3,11,0
6445,58,1967,Graduation,Together,"₹ 66,825.00",0,0,14-07-2013,73,858,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,3,11,0
6457,49,1976,Graduation,Divorced,"₹ 64,892.00",0,1,29-05-2014,77,902,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,3,11,0
6460,43,1982,Graduation,Married,"₹ 28,718.00",1,0,13-07-2013,78,57,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,3,11,0
6461,56,1969,Master,Single,"₹ 62,772.00",0,1,19-05-2013,74,946,581,49,157,43,8,108,1,5,6,11,2,1,0,1,0,0,0,0,3,11,0
6466,60,1965,PhD,Married,"₹ 57,236.00",1,1,12-03-2014,22,121,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,3,11,0
6471,54,1971,Master,Single,"₹ 36,230.00",1,0,17-10-2013,17,59,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,3,11,0
6488,66,1959,PhD,Married,"₹ 38,829.00",0,1,06-04-2014,86,99,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,3,11,0
6497,65,1960,Graduation,Married,"₹ 51,651.00",0,1,07-11-2012,32,433,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,3,11,0
6504,50,1975,2n Cycle,Together,"₹ 19,789.00",1,0,20-11-2013,24,78,2,5,9,28,6,28,3,2,1,3,5,1,1,0,0,0,0,0,3,11,0
6507,45,1980,Graduation,Single,"₹ 30,828.00",1,0,04-10-2013,16,56,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,3,11,0
6515,48,1977,Graduation,Together,"₹ 39,771.00",1,0,06-12-2013,92,50,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,3,11,0
6516,36,1989,Basic,Married,"₹ 17,487.00",1,0,18-03-2013,37,18,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,3,11,0
6518,74,1951,PhD,Widow,"₹ 67,680.00",0,1,11-06-2013,8,606,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,3,11,0
6521,71,1954,Graduation,Together,"₹ 77,972.00",0,0,18-03-2014,18,"1,101.00",613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,3,11,0
6528,43,1982,Master,Together,"₹ 18,492.00",1,0,05-06-2014,75,10,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,3,11,0
6534,51,1974,Graduation,Together,"₹ 47,889.00",1,0,04-01-2014,94,67,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,3,11,0
6543,80,1945,Master,Together,"₹ 62,847.00",0,0,15-01-2013,45,"1,612.00",521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,3,11,0
